











"ID","Unit Title","Unit Date","Start Year","End Year","Unit ID","Level","Originator","Container 1","Container 2","Container 3","Phys. Desc. 1","Phys. Desc. 2","Phys. Desc. 3","Phys. Loc","Access Restrict.","URN","Collection Title","Originator","Collection Date","Collection ID","Parent 1","Parent 2","Parent 3","Parent 4","Parent 5","Parent 6"
"div00579c00001","","","","","","","","","","","","","","","","","Parsons, Jonathan, 1705-1776. Sermons, ca. 1727-1772.","Parsons, Jonathan, 1705-1776.","1727-1772.","bMS 579","","","","","","",
"div00579c00002","Notebook of handwritten sermons, ca. 1727-1772.","1727-1772","1727","1772","bMS 579/1 (1)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:15895461","Parsons, Jonathan, 1705-1776. Sermons, ca. 1727-1772.","Parsons, Jonathan, 1705-1776.","1727-1772.","bMS 579","","","","","","",


