











"ID","Unit Title","Unit Date","Start Year","End Year","Unit ID","Level","Originator","Container 1","Container 2","Container 3","Phys. Desc. 1","Phys. Desc. 2","Phys. Desc. 3","Phys. Loc","Access Restrict.","URN","Collection Title","Originator","Collection Date","Collection ID","Parent 1","Parent 2","Parent 3","Parent 4","Parent 5","Parent 6"
"div00407c00036","Letter from Universalist Church in Wrightstown (Oldmans Creek), New Jersey, May 15, 1793","May 15, 1793","1793","1793","bMS 407/1 (35)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326838","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00037","Letter from Universalist Church in Kingwood, New Jersey, May 15, 1793","May 15, 1793","1793","1793","bMS 407/1 (36)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326839","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00038","Letter from Universalist Church in Upper Freehold, New Jersey, May 18, 1793","May 18, 1793","1793","1793","bMS 407/1 (37)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326840","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00039","Letter from Universalist Church in Pittsgrove, New Jersey, May 19, 1793","May 19, 1793","1793","1793","bMS 407/1 (38)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326841","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00040","Letter from Universalist Church in Cape May, New Jersey, May 20, 1793","May 20, 1793","1793","1793","bMS 407/1 (39)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326842","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00041","Letter from Universalist Church in Shilo, New Jersey, May 22, 1793","May 22, 1793","1793","1793","bMS 407/1 (40)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326843","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00042","Letter from Universalist Society in Philadelphia,May 22, 1793","May 22, 1793","1793","1793","bMS 407/1 (41)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326844","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00043","Minutes of Convention, May 25, 27-28, 1793. This may be a draft of the minutes which appear in the Convention Record Book","May 25, 27-28, 1793","1793","1793","bMS 407/1 (42)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326845","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00044","Copy of letter to Universalist Society in Boston, post-May 25, 1793","May 25, 1793","1793","1793","bMS 407/1 (43)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326846","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
"div00407c00045","Copy of circular letter approved by Convention, October 26, 1796.","October 26, 1796.","1796","1796","bMS 407/1 (44)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:DIV.LIB:17326847","Philadelphia Universalist Convention. Records, 1789-1807.","Philadelphia Universalist Convention.","1789-1807.","bMS 407","","","","","","",
